wpsl_id,name,status,permalink,description,excerpt,author,date,address,address2,city,state,zip,country,country_iso,lat,lng,hours,phone,fax,email,url,category,image
8670,Super Fair,publish,super-fair,,,0,2016-11-30 09:39:45,6319 S. Vernon Ave.,,Chicago,IL,60637,,US,41.779715,-87.614061,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",773-493-2800,,,,,
8667,Sunset Foods,publish,sunset-foods-4,,,0,2016-11-30 09:39:44,4190 IL Rte. 83,,Long Grove,IL,60047,,US,42.180837,-87.987878,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847-478-8150,,,,,
8668,Sunset Foods,publish,sunset-foods-5,,,0,2016-11-30 09:39:44,1127 Church St.,,Northbrook,IL,60062,,US,42.132128,-87.826259,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847-272-7700,,,,,
8666,Sunset Foods,publish,sunset-foods-3,,,0,2016-11-30 09:39:43,1451 Peterson Rd.,,Libertyville,IL,60048,,US,42.304321,-87.982328,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847537-9570,,,,,
8664,Sunset Foods,publish,sunset-foods,,,0,2016-11-30 09:39:42,"1812 Green Bay RD., ",,Highland Park,IL,60035,,US,42.185451,-87.803017,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847-432-5500,,,,,
8665,Sunset Foods,publish,sunset-foods-2,,,0,2016-11-30 09:39:42,825 S. Washington Rd.  Ste D,,Lake Forest,IL,60045,,US,42.253976,-87.837441,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847-234-8380,,,,,
8662,Sullivan's,publish,sullivans-2,,,0,2016-11-30 09:39:41,202 Lindow Lane,,Marengo,IL,60152,,US,42.23998,-88.58311,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",815-568-2756,,,,,
8663,Sullivan's,publish,sullivans-3,,,0,2016-11-30 09:39:41,703 Elida St.,,Winnebago,IL,61088,,US,42.276657,-89.239703,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",815-335-1501,,,,,
8660,Strack & VanTil,publish,strack-vantil-19,,,0,2016-11-30 09:39:40,1836 Calumet Ave.,,Whiting,IN,43694,,US,41.680609,-87.508985,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",219-659-2030,,,,,
8661,Sullivan's,publish,sullivans,,,0,2016-11-30 09:39:40,2002 W. Galena Ave.,,Freeport,IL,61032,,US,42.304629,-89.650725,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",815-297-8181,,,,,
8659,Strack & VanTil,publish,strack-vantil-18,,,0,2016-11-30 09:39:39,2168 W. US Highway 30,,Valparaiso,IN,46383,,US,41.459111,-87.03433,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8657,Strack & VanTil,publish,strack-vantil-16,,,0,2016-11-30 09:39:38,9825 Wicker Ave.,,St. John,IN,46373,,US,41.440294,-87.467305,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8658,Strack & VanTil,publish,strack-vantil-17,,,0,2016-11-30 09:39:38,2800 Calumet Ave.,,Valparaiso,IN,46383,,US,41.493521,-87.04445,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8656,Strack & VanTil,publish,strack-vantil-15,,,0,2016-11-30 09:39:37,30 US Highway 41,,Shererville,IN,46375,,US,41.521944,-87.47136,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",219-865-8990,,,,,
8654,Strack & VanTil,publish,strack-vantil-13,,,0,2016-11-30 09:39:36,7201 Taft Street,,Merrillville,IN,464100,,US,41.487917,-87.36348,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",219-738-2150,,,,,
8655,Strack & VanTil,publish,strack-vantil-14,,,0,2016-11-30 09:39:36,12 Ridge Rd.,,Munster,IN,46321,,US,41.562545,-87.525122,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8653,Strack & VanTil,publish,strack-vantil-12,,,0,2016-11-30 09:39:35,2080 E. Commercial Ave.,,Lowell,IN,46356,,US,41.2889,-87.392556,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8651,Strack & VanTil,publish,strack-vantil-10,,,0,2016-11-30 09:39:34,999 W. Old Ridge Rd.,,Hobart,IN,46342,,US,41.539027,-87.271588,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8652,Strack & VanTil,publish,strack-vantil-11,,,0,2016-11-30 09:39:34,7760 E. Ridge Rd.  Ste 2,,Hobart,IN,46342,,US,41.553187,-87.245935,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",219-962-1115,,,,,
8649,Strack & VanTil,publish,strack-vantil-8,,,0,2016-11-30 09:39:33,115 Sibley St.,,Hammond,IN,46320,,US,41.621012,-87.52223,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8650,Strack & VanTil,publish,strack-vantil-9,,,0,2016-11-30 09:39:33,2244 45th St.,,High,IN,46322,,US,38.301849,-88.951443,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8648,Strack & VanTil,publish,strack-vantil-7,,,0,2016-11-30 09:39:32,2627 N. Elston Ave.,,Chicago,IL,60647,,US,41.929814,-87.681872,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8646,Strack & VanTil,publish,strack-vantil-5,,,0,2016-11-30 09:39:31,200 W. Franciscan Dr.,,Crown Point,IN,46307,,US,41.39949,-87.367688,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8647,Strack & VanTil,publish,strack-vantil-6,,,0,2016-11-30 09:39:31,4725 Indianapolis Blvd.,,East Chicago,IN,46312,,US,41.627992,-87.479217,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8644,Strack & VanTil,publish,strack-vantil-3,,,0,2016-11-30 09:39:30,1600 Pioneer Trail,,Chesterton,IN,46304,,US,41.594661,-87.0432,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8645,Strack & VanTil,publish,strack-vantil-4,,,0,2016-11-30 09:39:30,10851 Broadway,,Crown Point,IN,46307,,US,41.42208,-87.332702,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8642,Strack & VanTil,publish,strack-vantil,,,0,2016-11-30 09:39:29,18 Sibley,,Calumet,IN,46303,,US,41.620031,-87.524063,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8643,Strack & VanTil,publish,strack-vantil-2,,,0,2016-11-30 09:39:29,9603 Lincoln Plaza,,Cedar Lake,IN,46303,,US,41.289827,-87.351055,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8641,South Loop Market,publish,south-loop-market-3,,,0,2016-11-30 09:39:28,235 W. Van Buren St.,,Chicago,IL,60607,,US,41.876547,-87.634377,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8639,South Loop Market,publish,south-loop-market,,,0,2016-11-30 09:39:27,1720 S. Michigan Ave.,,Chicago,IL,60616,,US,41.858602,-87.624417,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8640,South Loop Market,publish,south-loop-market-2,,,0,2016-11-30 09:39:27,1331 S. Prairie,,Chicago,IL,60605,,US,41.865204,-87.620796,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8637,Slagle Foods,publish,slagle-foods,,,0,2016-11-30 09:39:26,6723 Northwest Blvd.,,Davenport,IA,52806,,US,41.589532,-90.608917,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",563-391-4124,,,,,
8638,Spring Valley Party Store,publish,spring-valley-party-store,,,0,2016-11-30 09:39:26,2823 E. Highland Rd. #103,,Highland,MI,48356,,US,42.654933,-83.575601,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",248-887-4040,,,,,
8636,Shop N Save,publish,shop-n-save-5,,,0,2016-11-30 09:39:25,229 Golf Mill Center,,Niles,IL,60714,,,,,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847-227-5800,,,,,
8634,Shop N Save,publish,shop-n-save-3,,,0,2016-11-30 09:39:24,518 Metropolitan Way,,Des Plaines,IL,60016,,US,42.04299,-87.88589,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847-227-5800,,,,,
8635,Shop N Save,publish,shop-n-save-4,,,0,2016-11-30 09:39:24,6312 N. Nagle,,Chicago,IL,60646,,US,41.996042,-87.788584,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",847-227-5810,,,,,
8632,Shop N Save,publish,shop-n-save,,,0,2016-11-30 09:39:23,5829 S. Archer Ave.,,Chicago,IL,60638,,US,41.795445,-87.759327,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",773-349-8900,,,,,
8633,Shop N Save,publish,shop-n-save-2,,,0,2016-11-30 09:39:23,8847 S. Harlem Ave.,,Bridgeview,IL,60455,,US,41.730391,-87.797676,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",708-398-6600,,,,,
8631,Shop Fresh Market,publish,shop-fresh-market,,,0,2016-11-30 09:39:22,330 N. Eastwood Dr.,,Woodstock,IL,60098,,US,42.317525,-88.439802,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",815-527-5454,,,,,
8628,Seward Community Co-op,publish,seward-community-co-op-2,,,0,2016-11-30 09:39:21,2823 E. Franklin Ave.,,Minneapolis,MN,55406,,US,44.96244,-93.230286,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",612-338-2465,,,,,
8629,Seward Community Co-op,publish,seward-community-co-op-3,,,0,2016-11-30 09:39:21,317 E. 38th St.,,Minneapolis,MN,55409,,US,44.933968,-93.271822,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",612-338-2465,,,,,
8630,Sharon Supermarket,publish,sharon-supermarket,,,0,2016-11-30 09:39:21,134 W. School St.,,Sharon,WI,53585,,US,42.507784,-88.732329,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8626,Sendik's,publish,sendiks-11,,,0,2016-11-30 09:39:20,600 Hartbrook Dr.,,Hartland,WI,53029,,US,43.110906,-88.335957,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8627,Sendik's,publish,sendiks-12,,,0,2016-11-30 09:39:20,13950 W. North Ave.,,Brookfield,WI,53005,,US,43.06095,-88.085877,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8625,Sendik's,publish,sendiks-10,,,0,2016-11-30 09:39:19,280 N. 18th Ave.,,West Bend,WI,53095,,US,43.425548,-88.202828,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8623,Sendik's,publish,sendiks-8,,,0,2016-11-30 09:39:18,N112 W15800 Mequon Rd,,Germantown,WI,53022,,US,43.222295,-88.106196,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8624,Sendik's,publish,sendiks-9,,,0,2016-11-30 09:39:18,3600 S. Moorland Rd.,,New Berlin,WI,53151,,US,42.979268,-88.106613,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8621,Sendik's,publish,sendiks-6,,,0,2016-11-30 09:39:17,5200 W. Rawson Ave.,,Franklin,WI,53132,,US,42.917338,-87.981666,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8622,Sendik's,publish,sendiks-7,,,0,2016-11-30 09:39:17,7910 W. Layton Ave.,,Greenfield,WI,53220,,US,42.959344,-88.012316,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8619,Sendik's,publish,sendiks-4,,,0,2016-11-30 09:39:16,2195 1st Ave.,,Grafton,WI,53024,,US,43.302642,-87.966555,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8620,Sendik's,publish,sendiks-5,,,0,2016-11-30 09:39:16,13425 W. Watertown Plank Rd,,Elm Grove,WI,53122,,US,43.042146,-88.079198,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8617,Sendik's,publish,sendiks-2,,,0,2016-11-30 09:39:15,8616 W. North Ave.,,Wauwatosa,WI,53226,,US,43.060844,-88.020078,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8618,Sendik's,publish,sendiks-3,,,0,2016-11-30 09:39:15,10930 N. Port Washington Rd.,,Mequon,WI,53092,,US,43.216641,-87.922342,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8616,Sendik's,publish,sendiks,,,0,2016-11-30 09:39:14,500 E. Silver Spring Dr.,,Whitefish Bay,WI,53217,,US,43.118854,-87.903613,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8614,Sentry,publish,sentry-9,,,0,2016-11-30 09:39:13,105 S. Madison St.,,Lake Mills,WI,53551,,US,43.078981,-88.910262,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",920-648-8366,,,,,
8615,Seward Community Co-op,publish,seward-community-co-op,,,0,2016-11-30 09:39:13,2823 E. Franklin Ave.,,Minneapolis,MN,55406,,US,44.96244,-93.230286,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",612-338-2465,,,,,
8613,Sentry,publish,sentry-8,,,0,2016-11-30 09:39:12,2501 W. Court St.,,Janesville,WI,53548,,US,42.67786,-89.050089,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8611,Sentry,publish,sentry-6,,,0,2016-11-30 09:39:11,681 Kenosha St.,,Walworth,WI,53184,,US,42.53008,-88.585347,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",262-275-0458,,,,,
8612,Sentry,publish,sentry-7,,,0,2016-11-30 09:39:11,801 N. Wisconsin St.,,Elkhorn,WI,53121,,US,42.685599,-88.540592,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",715-927-7770,,,,,
8610,Sentry,publish,sentry-5,,,0,2016-11-30 09:39:10,9210 W. Lisbon,,Milwaukee,WI,53222,,US,43.085923,-88.028247,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8608,Sentry,publish,sentry-3,,,0,2016-11-30 09:39:09,701 Meadowbrook Rd.,,Waukesha,WI,53188,,US,43.022009,-88.283911,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8609,Sentry,publish,sentry-4,,,0,2016-11-30 09:39:09,7101 W. Lisbon,,Milwaukee,WI,53210,,US,43.074618,-88.000692,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8606,Sentry,publish,sentry,,,0,2016-11-30 09:39:08,2304 W. St. Paul Ave.,,Waukesha,WI,53188,,US,42.989147,-88.268413,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",952-828-4000,,,,,
8607,Sentry,publish,sentry-2,,,0,2016-11-30 09:39:08,3255 Golf Rd.,,Delafield,WI,53018,,US,43.053179,-88.364994,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8604,Schnuck's #142,publish,schnucks-142-2,,,0,2016-11-30 09:39:07,1060 Woods Mill Plaza,,Ballwin,MO,63017,,US,38.626281,-90.514994,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8605,Schnuck's #111,publish,schnucks-111,,,0,2016-11-30 09:39:07,1950 Zumbehl Rd.,,St. Charles,MO,63303,,US,38.780775,-90.530534,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8602,Schnuck's,publish,schnucks-5,,,0,2016-11-30 09:39:06,8037 Florrisant Ave.,,St. Louis,MO,63136,,US,38.729375,-90.277165,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8603,Schnucks #121,publish,schnucks-121,,,0,2016-11-30 09:39:06,16580 Manchester,,Grover,MO,63040,,US,38.580186,-90.617271,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8601,Schnuck's #145,publish,schnucks-145,,,0,2016-11-30 09:39:05,8037 W. Florissant  Ave.,,St. Louis,MO,63136,,US,38.729373,-90.277706,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
8599,Schnuck's #136,publish,schnucks-136,,,0,2016-11-30 09:39:04,8650 Big Bend,,Webster Groves,MO,63119,,US,38.582759,-90.356631,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
